date,farm_id,weight
2019-3-18,Farm 102,17286
2019-4-23,Farm 63,17286
2019-7-23,Farm 102,17286
2019-8-27,Farm 63,17286
2019-8-29,Farm 112,17286
2019-9-7,Farm 102,17286
2019-4-7,Farm 112,17287
2019-5-11,Farm 102,17287
2019-8-29,Farm 63,17287
2019-9-22,Farm 63,17287
2019-11-6,Farm 102,17287
2019-1-23,Farm 63,17287
2019-3-11,Farm 102,17288
2019-6-21,Farm 102,17288
2019-7-21,Farm 63,17288
2019-11-20,Farm 112,17288
2019-12-8,Farm 102,17288
2019-12-29,Farm 63,17288
2019-3-29,Farm 112,17289
2019-2-15,Farm 112,17289
2019-11-30,Farm 102,17289
2019-4-30,Farm 63,17289
2019-5-2,Farm 112,17289
2019-7-29,Farm 63,17289
2019-8-30,Farm 102,17289
2019-12-18,Farm 112,17289
2019-12-19,Farm 63,17289
2019-2-1,Farm 63,17290
2019-4-10,Farm 63,17290
2019-7-29,Farm 102,17290
2019-9-24,Farm 63,17290
2019-11-4,Farm 112,17290
2019-4-15,Farm 112,17291
2019-9-5,Farm 112,17291
2019-10-6,Farm 63,17291
2019-12-14,Farm 112,17291
2019-3-12,Farm 63,17292
2019-6-2,Farm 112,17292
2019-6-11,Farm 112,17292
2019-7-11,Farm 112,17292
2019-1-22,Farm 102,17292
2019-1-26,Farm 102,17292
2019-6-5,Farm 112,17293
2019-2-11,Farm 112,17293
2019-2-11,Farm 63,17293
2019-4-1,Farm 112,17293
2019-1-21,Farm 112,17293
2019-6-21,Farm 93,17293
2019-7-7,Farm 112,17293
2019-7-21,Farm 102,17293
2019-11-5,Farm 112,17293
2019-8-26,Farm 112,17293
2019-4-2,Farm 63,17294
2019-8-9,Farm 63,17294
2019-9-15,Farm 112,17294
2019-1-9,Farm 112,17294
2019-6-21,Farm 112,17295
2019-6-23,Farm 63,17295
2019-3-5,Farm 112,17296
2019-8-20,Farm 102,17296
2019-12-7,Farm 63,17296
2019-2-13,Farm 112,17297
2019-4-1,Farm 102,17297
2019-4-18,Farm 102,17297
2019-4-28,Farm 112,17297
2019-6-20,Farm 112,17297
2019-9-12,Farm 63,17297
2019-6-3,Farm 112,17298
2019-7-21,Farm 112,17298
2019-11-18,Farm 112,17298
2019-12-21,Farm 63,17298
2019-5-15,Farm 63,17299
2019-7-10,Farm 102,17299
2019-4-25,Farm 63,17300
2019-1-14,Farm 63,17300
2019-6-9,Farm 102,17301
2019-8-4,Farm 113,17301
2019-11-16,Farm 102,17301
2019-12-1,Farm 112,17301
2019-2-8,Farm 102,17302
2019-3-3,Farm 63,17302
2019-4-2,Farm 102,17302
2019-4-14,Farm 63,17302
2019-9-27,Farm 61,17302
2019-1-30,Farm 112,17302
2019-5-11,Farm 112,17303
2019-12-5,Farm 63,17303
2019-12-19,Farm 102,17303
2019-4-23,Farm 102,17304
2019-9-8,Farm 102,17304
2019-11-6,Farm 63,17304
2019-12-21,Farm 112,17304
2019-1-3,Farm 63,17304
2019-2-15,Farm 63,17305
2019-2-25,Farm 63,17305
2019-3-6,Farm 102,17305
2019-5-21,Farm 112,17305
2019-6-23,Farm 61,17305
2019-6-27,Farm 102,17305
2019-9-14,Farm 102,17305
2019-1-18,Farm 112,17305
2019-3-5,Farm 63,17306
2019-3-20,Farm 112,17306
2019-5-22,Farm 25,17306
2019-11-16,Farm 112,17306
2019-2-2,Farm 63,17307
2019-8-2,Farm 112,17307
2019-9-18,Farm 63,17307
2019-11-12,Farm 63,17307
2019-7-11,Farm 63,17308
2019-10-31,Farm 102,17308
2019-11-29,Farm 112,17308
2019-12-3,Farm 63,17308
2019-1-29,Farm 63,17308
2019-6-14,Farm 63,17309
2019-8-12,Farm 63,17309
2019-11-27,Farm 112,17309
2019-2-8,Farm 112,17310
2019-3-24,Farm 112,17310
2019-5-8,Farm 63,17310
2019-5-19,Farm 112,17310
2019-10-20,Farm 112,17310
2019-12-12,Farm 112,17310
2019-2-25,Farm 112,17311
2019-4-4,Farm 102,17311
2019-8-5,Farm 112,17311
2019-9-16,Farm 102,17311
2019-11-13,Farm 63,17311
2019-3-25,Farm 102,17312
2019-6-11,Farm 102,17312
2019-10-2,Farm 102,17312
2019-10-6,Farm 112,17312
2019-10-24,Farm 113,17312
2019-1-4,Farm 102,17312
2019-2-23,Farm 102,17313
2019-5-1,Farm 112,17313
2019-6-3,Farm 63,17313
2019-8-1,Farm 112,17313
2019-8-14,Farm 63,17313
2019-10-26,Farm 63,17313
2019-11-15,Farm 63,17313
2019-12-10,Farm 63,17313
2019-1-22,Farm 63,17313
2019-2-2,Farm 102,17314
2019-3-6,Farm 63,17314
2019-5-14,Farm 102,17314
2019-7-19,Farm 102,17314
2019-12-25,Farm 112,17314
2019-1-1,Farm 102,17314
2019-3-16,Farm 102,17315
2019-6-25,Farm 61,17315
2019-8-21,Farm 112,17315
2019-10-23,Farm 112,17315
2019-10-26,Farm 102,17315
2019-12-12,Farm 113,17315
2019-2-12,Farm 112,17316
2019-3-5,Farm 102,17316
2019-4-1,Farm 63,17316
2019-6-8,Farm 112,17316
2019-8-7,Farm 112,17316
2019-11-19,Farm 112,17316
2019-1-25,Farm 112,17316
2019-4-17,Farm 112,17317
2019-9-10,Farm 63,17317
2019-10-8,Farm 102,17317
2019-1-31,Farm 63,17317
2019-8-7,Farm 102,17318
2019-8-4,Farm 102,17318
2019-2-5,Farm 38,17318
2019-10-21,Farm 61,17318
2019-4-14,Farm 112,17318
2019-4-30,Farm 112,17318
2019-8-1,Farm 102,17318
2019-11-7,Farm 102,17318
2019-9-9,Farm 112,17318
2019-12-4,Farm 112,17318
2019-3-12,Farm 112,17319
2019-3-19,Farm 112,17319
2019-3-28,Farm 102,17319
2019-6-4,Farm 61,17319
2019-8-8,Farm 63,17319
2019-10-10,Farm 63,17319
2019-10-20,Farm 102,17319
2019-2-25,Farm 102,17320
2019-4-12,Farm 102,17320
2019-2-5,Farm 63,17320
2019-8-22,Farm 112,17320
2019-9-13,Farm 102,17320
2019-9-27,Farm 102,17320
2019-11-20,Farm 63,17320
2019-11-26,Farm 63,17320
2019-1-11,Farm 63,17320
2019-2-9,Farm 63,17321
2019-3-4,Farm 63,17321
2019-4-27,Farm 102,17321
2019-5-26,Farm 112,17321
2019-7-3,Farm 102,17321
2019-7-4,Farm 28,17321
2019-12-19,Farm 112,17321
2019-1-20,Farm 102,17321
2019-4-5,Farm 112,17322
2019-7-17,Farm 102,17322
2019-1-14,Farm 112,17322
2019-1-20,Farm 112,17322
2019-2-20,Farm 102,17323
2019-3-22,Farm 102,17323
2019-6-17,Farm 102,17323
2019-7-4,Farm 102,17323
2019-7-28,Farm 102,17323
2019-12-23,Farm 102,17323
2019-3-11,Farm 63,17324
2019-4-4,Farm 93,17324
2019-7-30,Farm 61,17324
2019-8-10,Farm 50,17324
2019-10-4,Farm 102,17324
2019-10-10,Farm 113,17324
2019-12-16,Farm 102,17324
2019-1-15,Farm 63,17324
2019-4-9,Farm 102,17325
2019-5-26,Farm 102,17325
2019-9-23,Farm 63,17325
2019-10-13,Farm 112,17325
2019-6-1,Farm 112,17326
2019-9-3,Farm 102,17326
2019-1-10,Farm 112,17326
2019-1-29,Farm 61,17326
2019-2-22,Farm 102,17327
2019-3-30,Farm 112,17327
2019-4-3,Farm 63,17327
2019-8-25,Farm 63,17327
2019-10-22,Farm 63,17327
2019-11-19,Farm 63,17327
2019-12-13,Farm 112,17327
2019-8-16,Farm 102,17328
2019-9-10,Farm 112,17328
2019-9-21,Farm 112,17328
2019-9-26,Farm 63,17328
2019-9-26,Farm 112,17328
2019-12-10,Farm 50,17328
2019-2-21,Farm 102,17329
2019-6-20,Farm 63,17329
2019-1-18,Farm 63,17329
2019-1-24,Farm 112,17329
2019-5-29,Farm 112,17329
2019-7-3,Farm 61,17329
2019-7-5,Farm 61,17329
2019-9-6,Farm 112,17329
2019-11-9,Farm 112,17329
2019-12-11,Farm 63,17329
2019-5-5,Farm 102,17330
2019-5-26,Farm 26,17330
2019-6-29,Farm 102,17330
2019-7-28,Farm 112,17330
2019-11-2,Farm 112,17330
2019-11-15,Farm 112,17330
2019-7-20,Farm 102,17331
2019-8-6,Farm 63,17331
2019-8-13,Farm 112,17331
2019-10-15,Farm 63,17331
2019-2-8,Farm 28,17332
2019-5-12,Farm 63,17332
2019-8-19,Farm 28,17332
2019-8-31,Farm 63,17332
2019-9-24,Farm 102,17332
2019-1-27,Farm 63,17332
2019-2-16,Farm 63,17333
2019-2-22,Farm 61,17333
2019-6-13,Farm 102,17333
2019-7-3,Farm 63,17333
2019-9-11,Farm 112,17333
2019-10-13,Farm 102,17333
2019-3-14,Farm 112,17334
2019-5-3,Farm 112,17334
2019-6-2,Farm 63,17334
2019-7-23,Farm 112,17334
2019-7-26,Farm 102,17334
2019-11-21,Farm 112,17334
2019-6-12,Farm 112,17335
2019-11-28,Farm 63,17335
2019-12-6,Farm 113,17335
2019-1-29,Farm 112,17335
2019-2-13,Farm 102,17336
2019-3-26,Farm 112,17336
2019-5-20,Farm 102,17336
2019-6-7,Farm 63,17336
2019-12-18,Farm 102,17336
2019-3-19,Farm 61,17337
2019-10-21,Farm 63,17337
2019-11-30,Farm 112,17337
2019-12-27,Farm 63,17337
2019-1-6,Farm 112,17337
2019-2-10,Farm 112,17338
2019-3-6,Farm 112,17338
2019-5-31,Farm 102,17338
2019-6-16,Farm 63,17338
2019-7-27,Farm 28,17338
2019-8-12,Farm 112,17338
2019-2-26,Farm 28,17339
2019-8-28,Farm 25,17339
2019-9-18,Farm 112,17339
2019-10-31,Farm 63,17339
2019-12-29,Farm 112,17339
2019-3-2,Farm 112,17340
2019-5-14,Farm 63,17340
2019-6-25,Farm 112,17340
2019-10-9,Farm 112,17340
2019-11-14,Farm 63,17340
2019-11-24,Farm 61,17340
2019-3-20,Farm 102,17341
2019-7-29,Farm 25,17341
2019-8-15,Farm 102,17341
2019-12-24,Farm 112,17341
2019-2-18,Farm 113,17342
2019-1-24,Farm 102,17342
2019-3-8,Farm 102,17343
2019-7-21,Farm 28,17343
2019-8-3,Farm 61,17343
2019-9-8,Farm 113,17343
2019-12-7,Farm 112,17343
2019-2-22,Farm 112,17344
2019-3-15,Farm 112,17344
2019-4-15,Farm 102,17344
2019-4-24,Farm 112,17344
2019-8-9,Farm 102,17344
2019-11-9,Farm 102,17344
2019-1-5,Farm 112,17344
2019-2-26,Farm 61,17345
2019-4-6,Farm 112,17345
2019-5-7,Farm 102,17345
2019-5-14,Farm 112,17345
2019-8-20,Farm 61,17345
2019-8-31,Farm 112,17345
2019-3-25,Farm 112,17346
2019-6-1,Farm 61,17346
2019-6-19,Farm 112,17346
2019-10-14,Farm 112,17346
2019-11-5,Farm 102,17346
2019-12-22,Farm 63,17346
2019-1-1,Farm 63,17346
2019-9-13,Farm 63,17347
2019-1-6,Farm 28,17347
2019-5-12,Farm 102,17348
2019-6-10,Farm 38,17348
2019-7-22,Farm 102,17348
2019-7-29,Farm 50,17348
2019-3-4,Farm 102,17349
2019-5-4,Farm 102,17349
2019-10-2,Farm 112,17349
2019-12-30,Farm 61,17349
2019-1-7,Farm 112,17349
2019-6-27,Farm 112,17350
2019-6-29,Farm 112,17350
2019-10-16,Farm 25,17350
2019-11-13,Farm 112,17350
2019-1-11,Farm 112,17350
2019-4-1,Farm 61,17351
2019-6-18,Farm 63,17351
2019-5-16,Farm 102,17352
2019-8-26,Farm 102,17352
2019-1-19,Farm 102,17352
2019-4-22,Farm 25,17353
2019-4-26,Farm 102,17353
2019-9-2,Farm 50,17353
2019-11-1,Farm 102,17353
2019-11-16,Farm 28,17353
2019-1-8,Farm 102,17353
2019-4-21,Farm 102,17354
2019-2-17,Farm 63,17354
2019-3-16,Farm 112,17354
2019-6-13,Farm 63,17354
2019-7-4,Farm 112,17354
2019-8-9,Farm 28,17354
2019-10-24,Farm 112,17354
2019-11-3,Farm 63,17354
2019-12-11,Farm 102,17354
2019-2-17,Farm 112,17355
2019-4-12,Farm 112,17355
2019-4-18,Farm 63,17355
2019-6-28,Farm 63,17355
2019-8-3,Farm 38,17355
2019-4-2,Farm 112,17356
2019-6-24,Farm 102,17356
2019-8-20,Farm 113,17356
2019-10-8,Farm 113,17356
2019-12-31,Farm 102,17356
2019-5-15,Farm 112,17357
2019-12-10,Farm 113,17357
2019-1-8,Farm 112,17357
2019-6-4,Farm 102,17358
2019-10-31,Farm 112,17358
2019-12-24,Farm 102,17358
2019-11-13,Farm 28,17359
2019-12-15,Farm 61,17359
2019-1-5,Farm 102,17359
2019-3-2,Farm 38,17360
2019-4-7,Farm 50,17360
2019-6-18,Farm 112,17360
2019-2-4,Farm 63,17361
2019-3-3,Farm 112,17361
2019-8-19,Farm 112,17361
2019-10-5,Farm 102,17361
2019-10-7,Farm 112,17361
2019-11-11,Farm 112,17361
2019-12-15,Farm 63,17361
2019-3-28,Farm 63,17362
2019-6-10,Farm 113,17362
2019-6-22,Farm 112,17362
2019-8-13,Farm 61,17362
2019-8-18,Farm 112,17362
2019-10-15,Farm 102,17362
2019-11-11,Farm 63,17362
2019-3-7,Farm 112,17363
2019-5-31,Farm 112,17363
2019-9-8,Farm 112,17363
2019-9-19,Farm 112,17363
2019-1-28,Farm 112,17363
2019-2-16,Farm 102,17364
2019-4-13,Farm 63,17364
2019-4-16,Farm 113,17364
2019-7-20,Farm 112,17364
2019-7-26,Farm 28,17364
2019-11-15,Farm 102,17364
2019-1-16,Farm 112,17364
2019-1-21,Farm 102,17364
2019-2-21,Farm 50,17365
2019-5-6,Farm 38,17365
2019-5-22,Farm 102,17365
2019-10-7,Farm 102,17365
2019-11-11,Farm 102,17365
2019-1-2,Farm 50,17365
2019-2-26,Farm 112,17366
2019-4-5,Farm 63,17366
2019-5-9,Farm 102,17366
2019-9-7,Farm 61,17366
2019-5-9,Farm 38,17367
2019-5-29,Farm 102,17367
2019-6-28,Farm 61,17367
2019-7-7,Farm 25,17367
2019-9-3,Farm 63,17367
2019-10-20,Farm 38,17367
2019-11-3,Farm 102,17367
2019-3-10,Farm 102,17368
2019-3-15,Farm 63,17368
2019-6-25,Farm 63,17368
2019-7-2,Farm 63,17368
2019-7-23,Farm 63,17368
2019-12-6,Farm 50,17368
2019-12-30,Farm 113,17368
2019-4-25,Farm 112,17369
2019-7-2,Farm 112,17369
2019-10-4,Farm 28,17369
2019-6-1,Farm 63,17370
2019-6-14,Farm 113,17370
2019-6-23,Farm 112,17370
2019-7-6,Farm 112,17370
2019-8-12,Farm 102,17370
2019-10-3,Farm 102,17370
2019-4-23,Farm 112,17371
2019-8-3,Farm 112,17371
2019-8-30,Farm 112,17371
2019-10-14,Farm 102,17371
2019-12-16,Farm 63,17371
2019-12-30,Farm 63,17371
2019-4-4,Farm 61,17372
2019-4-16,Farm 61,17372
2019-5-30,Farm 112,17372
2019-9-24,Farm 50,17372
2019-9-25,Farm 112,17372
2019-11-10,Farm 61,17372
2019-2-19,Farm 63,17373
2019-7-12,Farm 112,17373
2019-9-28,Farm 63,17373
2019-5-3,Farm 102,17374
2019-1-12,Farm 112,17374
2019-3-22,Farm 28,17375
2019-4-18,Farm 28,17375
2019-5-18,Farm 25,17375
2019-9-27,Farm 28,17375
2019-2-14,Farm 112,17376
2019-6-15,Farm 38,17376
2019-7-9,Farm 112,17376
2019-4-3,Farm 102,17377
2019-5-19,Farm 28,17377
2019-7-8,Farm 112,17377
2019-8-18,Farm 61,17377
2019-3-19,Farm 102,17378
2019-3-3,Farm 38,17378
2019-5-7,Farm 112,17378
2019-6-30,Farm 112,17378
2019-7-30,Farm 50,17378
2019-8-20,Farm 63,17378
2019-9-3,Farm 61,17378
2019-10-15,Farm 112,17378
2019-1-4,Farm 112,17378
2019-8-23,Farm 112,17379
2019-10-9,Farm 63,17379
2019-4-16,Farm 112,17380
2019-7-7,Farm 102,17380
2019-7-19,Farm 63,17380
2019-11-22,Farm 102,17380
2019-12-21,Farm 28,17380
2019-12-28,Farm 50,17380
2019-1-28,Farm 102,17380
2019-2-6,Farm 112,17381
2019-4-11,Farm 61,17381
2019-5-6,Farm 112,17381
2019-5-12,Farm 61,17381
2019-6-12,Farm 61,17381
2019-8-5,Farm 61,17381
2019-12-7,Farm 38,17381
2019-11-1,Farm 63,17382
2019-3-26,Farm 113,17383
2019-4-17,Farm 63,17383
2019-5-14,Farm 61,17383
2019-8-14,Farm 102,17383
2019-12-2,Farm 112,17383
2019-12-28,Farm 38,17383
2019-1-29,Farm 102,17383
2019-6-20,Farm 28,17384
2019-7-9,Farm 61,17384
2019-10-6,Farm 50,17384
2019-7-7,Farm 63,17385
2019-9-8,Farm 61,17385
2019-10-22,Farm 112,17385
2019-11-7,Farm 61,17385
2019-2-11,Farm 38,17386
2019-2-12,Farm 50,17386
2019-4-22,Farm 38,17386
2019-9-14,Farm 63,17386
2019-11-8,Farm 113,17386
2019-10-19,Farm 28,17387
2019-11-3,Farm 112,17387
2019-1-19,Farm 38,17387
2019-2-18,Farm 50,17388
2019-4-17,Farm 61,17388
2019-11-8,Farm 25,17388
2019-3-3,Farm 102,17389
2019-3-22,Farm 112,17389
2019-5-4,Farm 112,17389
2019-12-16,Farm 112,17389
2019-2-6,Farm 63,17390
2019-5-5,Farm 112,17390
2019-5-10,Farm 112,17390
2019-7-30,Farm 112,17390
2019-11-1,Farm 61,17390
2019-12-8,Farm 50,17390
2019-2-9,Farm 102,17391
2019-3-21,Farm 102,17391
2019-6-7,Farm 28,17391
2019-11-17,Farm 112,17391
2019-1-2,Farm 113,17391
2019-1-21,Farm 63,17391
2019-2-26,Farm 113,17392
2019-5-25,Farm 61,17392
2019-6-19,Farm 61,17392
2019-10-11,Farm 112,17392
2019-11-12,Farm 50,17392
2019-12-6,Farm 28,17392
2019-3-3,Farm 28,17393
2019-7-21,Farm 61,17393
2019-11-4,Farm 28,17393
2019-12-26,Farm 112,17393
2019-4-4,Farm 113,17394
2019-4-16,Farm 25,17394
2019-4-16,Farm 63,17394
2019-5-16,Farm 61,17394
2019-7-2,Farm 50,17394
2019-7-23,Farm 50,17394
2019-3-2,Farm 113,17395
2019-5-17,Farm 112,17395
2019-7-9,Farm 102,17395
2019-8-31,Farm 28,17395
2019-2-21,Farm 112,17396
2019-4-15,Farm 61,17396
2019-6-23,Farm 25,17396
2019-10-14,Farm 61,17396
2019-11-6,Farm 112,17396
2019-1-24,Farm 63,17396
2019-2-16,Farm 28,17397
2019-3-23,Farm 112,17397
2019-5-25,Farm 28,17397
2019-5-25,Farm 102,17397
2019-10-2,Farm 61,17397
2019-10-19,Farm 61,17397
2019-11-24,Farm 112,17397
2019-1-1,Farm 112,17397
2019-2-7,Farm 28,17398
2019-2-17,Farm 61,17398
2019-4-25,Farm 61,17398
2019-7-28,Farm 61,17398
2019-8-8,Farm 112,17398
2019-8-18,Farm 50,17398
2019-8-29,Farm 61,17398
2019-10-5,Farm 28,17398
2019-2-17,Farm 28,17399
2019-3-11,Farm 112,17399
2019-7-17,Farm 63,17399
2019-12-10,Farm 28,17399
2019-6-12,Farm 28,17400
2019-8-10,Farm 102,17400
2019-10-29,Farm 50,17400
2019-12-10,Farm 102,17400
2019-2-16,Farm 61,17401
2019-3-28,Farm 112,17401
2019-6-7,Farm 102,17401
2019-8-16,Farm 38,17401
2019-9-7,Farm 63,17401
2019-9-12,Farm 112,17401
2019-9-14,Farm 61,17402
2019-12-2,Farm 102,17402
2019-2-12,Farm 102,17403
2019-2-24,Farm 63,17403
2019-3-6,Farm 61,17403
2019-4-8,Farm 113,17403
2019-4-18,Farm 38,17403
2019-8-7,Farm 50,17403
2019-9-30,Farm 112,17403
2019-11-19,Farm 102,17403
2019-3-29,Farm 50,17404
2019-9-13,Farm 61,17404
2019-9-18,Farm 102,17404
2019-10-9,Farm 38,17404
2019-1-2,Farm 61,17404
2019-1-5,Farm 50,17404
2019-2-16,Farm 50,17406
2019-3-4,Farm 112,17406
2019-4-3,Farm 112,17406
2019-4-30,Farm 38,17406
2019-8-12,Farm 61,17406
2019-8-17,Farm 28,17406
2019-1-15,Farm 38,17406
2019-5-18,Farm 28,17407
2019-11-17,Farm 25,17407
2019-12-17,Farm 38,17407
2019-9-9,Farm 50,17408
2019-1-24,Farm 61,17408
2019-10-2,Farm 28,17409
2019-11-19,Farm 61,17409
2019-5-27,Farm 112,17410
2019-10-1,Farm 63,17410
2019-10-6,Farm 61,17410
2019-10-16,Farm 50,17410
2019-11-26,Farm 112,17410
2019-3-8,Farm 63,17411
2019-3-17,Farm 112,17411
2019-4-4,Farm 112,17411
2019-9-24,Farm 112,17411
2019-12-24,Farm 113,17411
2019-1-5,Farm 61,17411
2019-2-11,Farm 61,17412
2019-5-26,Farm 38,17412
2019-9-11,Farm 25,17412
2019-1-14,Farm 38,17412
2019-8-29,Farm 38,17413
2019-10-8,Farm 61,17413
2019-11-21,Farm 50,17413
2019-12-1,Farm 61,17413
2019-6-4,Farm 50,17414
2019-6-17,Farm 61,17414
2019-6-17,Farm 112,17414
2019-10-3,Farm 50,17414
2019-10-11,Farm 61,17414
2019-11-25,Farm 61,17414
2019-1-22,Farm 61,17414
2019-11-27,Farm 61,17415
2019-8-22,Farm 61,17415
2019-11-20,Farm 61,17415
2019-10-17,Farm 112,17415
2019-5-27,Farm 25,17415
2019-7-20,Farm 113,17415
2019-8-8,Farm 113,17415
2019-8-17,Farm 50,17415
2019-12-11,Farm 61,17415
2019-12-12,Farm 50,17415
2019-3-12,Farm 61,17416
2019-6-2,Farm 113,17416
2019-8-7,Farm 61,17416
2019-10-3,Farm 112,17416
2019-1-11,Farm 25,17416
2019-2-8,Farm 63,17417
2019-3-20,Farm 113,17417
2019-7-5,Farm 112,17417
2019-12-11,Farm 112,17417
2019-12-21,Farm 61,17417
2019-1-19,Farm 61,17417
2019-3-5,Farm 61,17418
2019-5-13,Farm 38,17418
2019-5-16,Farm 112,17418
2019-10-7,Farm 50,17418
2019-1-4,Farm 61,17418
2019-10-18,Farm 50,17418
2019-10-23,Farm 38,17418
2019-10-27,Farm 112,17418
2019-11-28,Farm 113,17418
2019-12-31,Farm 112,17418
2019-3-8,Farm 61,17419
2019-5-14,Farm 113,17419
2019-6-3,Farm 102,17419
2019-6-11,Farm 38,17419
2019-7-27,Farm 112,17419
2019-10-18,Farm 25,17419
2019-4-18,Farm 113,17420
2019-4-29,Farm 102,17420
2019-5-20,Farm 63,17420
2019-6-16,Farm 61,17420
2019-6-28,Farm 28,17420
2019-6-29,Farm 25,17420
2019-10-30,Farm 113,17420
2019-1-28,Farm 28,17420
2019-2-7,Farm 61,17421
2019-3-5,Farm 50,17421
2019-4-3,Farm 61,17421
2019-6-27,Farm 25,17421
2019-6-27,Farm 28,17421
2019-3-8,Farm 50,17422
2019-5-22,Farm 61,17422
2019-2-7,Farm 25,17422
2019-12-10,Farm 38,17422
2019-4-15,Farm 50,17422
2019-7-5,Farm 63,17422
2019-7-24,Farm 38,17422
2019-8-11,Farm 112,17422
2019-12-3,Farm 112,17422
2019-12-23,Farm 112,17422
2019-9-1,Farm 50,17423
2019-2-12,Farm 113,17423
2019-2-24,Farm 112,17423
2019-5-9,Farm 61,17423
2019-7-7,Farm 28,17423
2019-11-10,Farm 50,17423
2019-12-2,Farm 38,17423
2019-12-3,Farm 25,17423
2019-12-29,Farm 61,17423
2019-7-7,Farm 50,17424
2019-11-29,Farm 28,17424
2019-8-6,Farm 61,17424
2019-4-6,Farm 61,17424
2019-3-4,Farm 113,17424
2019-7-28,Farm 63,17424
2019-5-16,Farm 113,17424
2019-1-23,Farm 61,17424
2019-4-3,Farm 28,17424
2019-4-24,Farm 25,17424
2019-1-8,Farm 25,17424
2019-4-8,Farm 28,17424
2019-11-7,Farm 38,17425
2019-12-31,Farm 38,17425
2019-1-23,Farm 38,17425
2019-11-24,Farm 50,17426
2019-5-28,Farm 38,17426
2019-3-3,Farm 61,17426
2019-10-10,Farm 25,17426
2019-10-13,Farm 61,17426
2019-10-24,Farm 102,17426
2019-12-8,Farm 113,17426
2019-11-23,Farm 50,17426
2019-11-26,Farm 38,17426
2019-1-31,Farm 28,17426
2019-2-19,Farm 112,17427
2019-7-25,Farm 61,17427
2019-8-13,Farm 28,17427
2019-9-20,Farm 28,17427
2019-11-16,Farm 113,17427
2019-3-24,Farm 28,17428
2019-5-17,Farm 63,17428
2019-8-22,Farm 38,17428
2019-9-16,Farm 61,17428
2019-11-17,Farm 61,17428
2019-1-20,Farm 25,17428
2019-12-25,Farm 61,17429
2019-7-4,Farm 61,17429
2019-6-28,Farm 38,17429
2019-3-15,Farm 38,17429
2019-4-10,Farm 102,17429
2019-9-2,Farm 61,17429
2019-10-14,Farm 50,17429
2019-10-28,Farm 61,17429
2019-11-6,Farm 113,17429
2019-12-20,Farm 113,17429
2019-2-5,Farm 112,17430
2019-4-26,Farm 112,17430
2019-5-3,Farm 61,17430
2019-7-18,Farm 25,17430
2019-9-12,Farm 61,17430
2019-1-9,Farm 28,17430
2019-1-25,Farm 61,17430
2019-3-2,Farm 28,17431
2019-7-31,Farm 112,17431
2019-8-21,Farm 28,17431
2019-4-5,Farm 38,17432
2019-4-8,Farm 38,17432
2019-9-26,Farm 50,17432
2019-10-23,Farm 50,17432
2019-11-19,Farm 38,17432
2019-11-23,Farm 112,17432
2019-3-8,Farm 38,17433
2019-3-27,Farm 61,17433
2019-5-29,Farm 28,17433
2019-7-1,Farm 102,17433
2019-9-22,Farm 113,17433
2019-1-22,Farm 113,17433
2019-2-26,Farm 50,17434
2019-3-19,Farm 50,17434
2019-4-18,Farm 61,17434
2019-7-18,Farm 113,17434
2019-8-18,Farm 25,17434
2019-2-11,Farm 25,17435
2019-4-9,Farm 112,17435
2019-5-29,Farm 61,17435
2019-7-26,Farm 38,17435
2019-11-15,Farm 38,17435
2019-12-17,Farm 61,17436
2019-1-24,Farm 38,17436
2019-3-17,Farm 61,17437
2019-3-25,Farm 61,17437
2019-4-4,Farm 25,17437
2019-4-14,Farm 28,17437
2019-9-19,Farm 61,17437
2019-11-18,Farm 61,17437
2019-9-2,Farm 28,17438
2019-6-30,Farm 28,17438
2019-5-4,Farm 63,17438
2019-7-25,Farm 25,17438
2019-7-27,Farm 50,17438
2019-8-28,Farm 61,17438
2019-10-8,Farm 112,17438
2019-10-12,Farm 28,17438
2019-11-13,Farm 50,17438
2019-2-13,Farm 28,17439
2019-2-20,Farm 28,17439
2019-2-22,Farm 25,17439
2019-4-22,Farm 28,17439
2019-6-18,Farm 61,17440
2019-10-9,Farm 50,17440
2019-10-30,Farm 61,17440
2019-12-16,Farm 50,17440
2019-1-1,Farm 28,17440
2019-8-17,Farm 61,17441
2019-5-4,Farm 38,17441
2019-9-22,Farm 61,17441
2019-3-13,Farm 28,17441
2019-5-31,Farm 28,17441
2019-11-22,Farm 112,17441
2019-11-29,Farm 61,17441
2019-1-10,Farm 61,17441
2019-1-6,Farm 113,17441
2019-1-18,Farm 113,17441
2019-5-3,Farm 38,17442
2019-6-13,Farm 61,17442
2019-7-24,Farm 61,17442
2019-9-4,Farm 25,17442
2019-1-31,Farm 50,17442
2019-2-9,Farm 61,17443
2019-5-6,Farm 61,17443
2019-5-18,Farm 113,17443
2019-6-13,Farm 50,17443
2019-6-18,Farm 28,17443
2019-1-9,Farm 61,17443
2019-4-19,Farm 50,17444
2019-6-22,Farm 50,17444
2019-7-5,Farm 38,17444
2019-9-15,Farm 28,17444
2019-10-1,Farm 50,17444
2019-1-20,Farm 50,17444
2019-2-20,Farm 25,17445
2019-10-15,Farm 25,17445
2019-11-2,Farm 102,17445
2019-1-12,Farm 61,17445
2019-2-28,Farm 50,17446
2019-3-20,Farm 50,17446
2019-4-10,Farm 61,17446
2019-7-1,Farm 50,17446
2019-7-3,Farm 25,17446
2019-12-6,Farm 25,17446
